,Directory Name,Total Frames,Width,Height,Pixels,Directory Size (MB),Server Info,Model Name,Params,Categories,Inference Time (s),transfer_all,transfer_continuous,transfer_roundtrip,matrix_conv,matrix_convloop,matrix_dot,matrix_dotloop,matrix_add,matrix_addloop
530,frame2500_13,2500,360,640,230400,1024.8082933425903,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,408.4968681335449,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
531,frame2500_14,2500,720,1280,921600,4094.88050365448,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,410.0955972671509,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
532,frame2500_15,2500,540,960,518400,319.0746965408325,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,408.22025203704834,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
533,frame2500_16,2500,720,1280,921600,3324.8714685440063,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,410.1038522720337,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
534,frame2500_17,2500,360,640,230400,897.2026824951172,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,408.39391708374023,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
535,frame2500_18,2500,360,640,230400,589.4090147018433,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,408.83238768577576,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
536,frame2500_19,2500,720,1280,921600,2667.2008714675903,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,410.26988697052,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
537,frame2500_2,2500,720,1280,921600,2681.4116468429565,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,409.823890209198,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
538,frame2500_3,2500,360,640,230400,850.7514562606812,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,407.4055380821228,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
539,frame2500_4,2500,720,1280,921600,3399.737826347351,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,409.9175677299499,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
540,frame2500_5,2500,360,640,230400,898.2702703475952,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,408.0188479423523,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
541,frame2500_6,2500,360,640,230400,974.457657814026,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,407.782160282135,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
542,frame2500_7,2500,540,960,518400,2782.7661180496216,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,407.9195539951325,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
543,frame2500_8,2500,720,1280,921600,4043.290994644165,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,409.50460147857666,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
544,frame2500_9,2500,360,640,230400,758.8090829849243,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,408.4827408790589,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
545,frame3000_0,3000,360,640,230400,905.256414413452,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,490.2236216068268,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
546,frame3000_1,3000,720,1280,921600,4863.190195083618,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,490.5587651729584,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
547,frame3000_10,3000,360,640,230400,1485.8515892028809,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,490.19215631484985,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
548,frame3000_11,3000,360,640,230400,1938.386343002319,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,488.84094500541687,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
549,frame3000_12,3000,720,1280,921600,10298.69733428955,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,489.7437326908112,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
550,frame3000_13,3000,540,960,518400,4433.069942474365,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,489.0714082717895,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
551,frame3000_14,3000,360,640,230400,1156.8303203582764,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,488.21621465682983,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
552,frame3000_15,3000,720,1280,921600,4848.314455032349,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,491.1776909828186,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
553,frame3000_2,3000,360,640,230400,1054.5900554656982,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,489.701212644577,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
554,frame3000_3,3000,360,640,230400,1039.3170471191406,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,486.16398453712463,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
555,frame3000_4,3000,720,1280,921600,4531.257173538208,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,491.5150899887085,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
556,frame3000_5,3000,540,960,518400,2610.4615926742554,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,489.18647146224976,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
557,frame3000_6,3000,360,640,230400,941.1938095092772,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,490.0864009857178,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
558,frame3000_7,3000,360,640,230400,1407.769700050354,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,488.802440404892,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
559,frame3000_8,3000,360,640,230400,1004.7202472686768,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,489.7803370952606,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
560,frame3000_9,3000,720,1280,921600,2228.889018058777,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,491.2461245059967,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
561,frame3500_0,3500,720,1280,921600,5775.872780799866,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,573.2013227939606,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
562,frame3500_1,3500,720,1280,921600,4805.743712425232,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,572.8122668266296,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
563,frame3500_10,3500,360,640,230400,1050.0495433807373,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,570.5630903244019,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
564,frame3500_2,3500,720,1280,921600,5789.719665527344,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,572.3026947975159,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
565,frame3500_3,3500,720,1280,921600,5747.368581771851,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,573.8107025623322,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
566,frame3500_4,3500,540,960,518400,2238.873207092285,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,570.4317579269409,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
567,frame3500_5,3500,720,1280,921600,4769.266528129578,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,573.0070126056671,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
568,frame3500_6,3500,360,640,230400,1480.9324951171875,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,570.3846211433411,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
569,frame3500_7,3500,540,960,518400,3085.3826293945312,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,568.2176899909973,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
570,frame3500_8,3500,360,640,230400,1310.9215364456177,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,571.0460786819458,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
571,frame3500_9,3500,720,1280,921600,5539.414231300354,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,573.5762553215027,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
572,frame4000_0,4000,720,1280,921600,5543.311743736267,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,653.5164160728455,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
573,frame4000_1,4000,360,640,230400,1780.361890792847,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,652.2854611873627,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
574,frame4000_2,4000,360,640,230400,1417.003812789917,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,651.0613043308258,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
575,frame4000_3,4000,360,640,230400,1053.2174882888794,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,652.9095792770386,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
576,frame4000_4,4000,720,1280,921600,4160.852443695068,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,654.6076097488403,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
577,frame4000_5,4000,360,640,230400,1361.965413093567,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,653.0742189884186,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
578,frame4500_0,4500,540,960,518400,2751.66600894928,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,729.5654807090759,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
579,frame4500_1,4500,360,640,230400,968.272162437439,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,727.350216627121,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
580,frame4500_2,4500,360,640,230400,1522.766714096069,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,735.6117651462555,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
581,frame4500_3,4500,360,640,230400,1688.6479215621948,13th corei7 - GTX1080,pytorch/fasterrcnn_resnet50_fpn_v2,43712278,81,734.4700500965118,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
582,frame0500_0,500,360,640,230400,127.94269561767578,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,21.762404680252075,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
583,frame0500_1,500,720,1280,921600,599.6991939544678,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,21.18088936805725,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
584,frame0500_2,500,360,640,230400,118.56429481506348,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,21.351675271987915,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
585,frame0500_3,500,2160,3840,8294400,2999.1242027282715,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,21.644888162612915,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
586,frame1000_0,1000,360,640,230400,309.0996513366699,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,42.92879271507263,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
587,frame1000_1,1000,360,640,230400,404.8405485153198,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,43.05429649353027,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
588,frame1000_2,1000,540,960,518400,613.689887046814,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,43.209442138671875,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
589,frame1000_3,1000,360,640,230400,470.62690448760986,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,43.44071054458618,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
590,frame1000_4,1000,338,640,216320,218.37547492980957,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,43.10771346092224,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
591,frame1000_5,1000,720,1280,921600,1131.3090629577637,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,43.239601135253906,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
592,frame1500_0,1500,360,640,230400,426.1728382110596,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,65.01511907577515,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
593,frame1500_1,1500,360,640,230400,537.2491159439087,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,65.07486152648926,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
594,frame1500_10,1500,720,1280,921600,1689.7155990600586,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,64.86298084259033,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
595,frame1500_11,1500,720,1280,921600,1637.241135597229,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,64.76438927650452,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
596,frame1500_12,1500,360,640,230400,544.9795846939087,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,65.21892881393433,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
597,frame1500_13,1500,360,640,230400,316.7101163864136,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,65.13617420196533,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
598,frame1500_2,1500,720,1280,921600,2454.019359588623,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,64.81550908088684,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
599,frame1500_3,1500,360,640,230400,537.905837059021,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,64.95481038093567,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
600,frame1500_4,1500,360,640,230400,514.2756662368774,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,65.08801507949829,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
601,frame1500_5,1500,360,640,230400,444.860857963562,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,65.18943071365356,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
602,frame1500_6,1500,360,640,230400,456.89137268066406,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,65.36260843276978,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
603,frame1500_7,1500,360,640,230400,449.89038467407227,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,65.3848648071289,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
604,frame1500_8,1500,720,1280,921600,1709.3236331939695,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,65.03914523124695,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
605,frame1500_9,1500,360,640,230400,617.8049640655518,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,65.11091256141663,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
606,frame2000_0,2000,360,640,230400,889.6308012008667,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,86.86543011665344,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
607,frame2000_1,2000,360,640,230400,841.1509265899658,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,86.92248368263245,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
608,frame2000_10,2000,360,640,230400,713.6719493865967,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,87.10196828842163,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
609,frame2000_11,2000,540,960,518400,2144.325114250183,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,86.98402118682861,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
610,frame2000_12,2000,720,1280,921600,1324.1342267990112,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,86.81534767150879,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
611,frame2000_13,2000,540,960,518400,1358.6872491836548,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,87.04816389083862,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
612,frame2000_14,2000,360,640,230400,752.9554786682129,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,86.95155882835388,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
613,frame2000_15,2000,360,640,230400,697.5388469696045,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,86.95190787315369,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
614,frame2000_2,2000,360,640,230400,689.4442510604858,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,86.96382236480713,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
615,frame2000_3,2000,360,640,230400,498.7122249603271,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,87.25726461410522,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
616,frame2000_4,2000,360,640,230400,1002.6228094100952,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,86.87212753295898,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
617,frame2000_5,2000,360,640,230400,520.5027675628662,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,87.0936872959137,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
618,frame2000_6,2000,720,1280,921600,4030.43500995636,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,86.57378149032593,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
619,frame2000_7,2000,360,640,230400,521.232232093811,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,86.98781180381775,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
620,frame2000_8,2000,360,640,230400,532.4802484512329,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,87.09567904472351,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
621,frame2000_9,2000,720,1280,921600,3432.654037475586,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,86.584463596344,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
622,frame2500_0,2500,720,1280,921600,2091.3344650268555,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,108.3567578792572,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
623,frame2500_1,2500,540,960,518400,1783.1333808898926,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,109.27203154563904,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
624,frame2500_10,2500,360,640,230400,649.2635126113892,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,109.06427884101868,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
625,frame2500_11,2500,720,1280,921600,2413.662410736084,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,108.80224084854126,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
626,frame2500_12,2500,360,640,230400,1079.292576789856,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,109.23988485336304,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
627,frame2500_13,2500,360,640,230400,1024.8082933425903,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,109.3620433807373,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
628,frame2500_14,2500,720,1280,921600,4094.88050365448,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,108.60886120796204,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
629,frame2500_15,2500,540,960,518400,319.0746965408325,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,108.98024129867554,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
630,frame2500_16,2500,720,1280,921600,3324.8714685440063,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,108.50991225242616,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
631,frame2500_17,2500,360,640,230400,897.2026824951172,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,108.77124381065369,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
632,frame2500_18,2500,360,640,230400,589.4090147018433,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,109.105450630188,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
633,frame2500_19,2500,720,1280,921600,2667.2008714675903,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,108.87688302993774,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
634,frame2500_2,2500,720,1280,921600,2681.4116468429565,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,108.66561913490295,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
635,frame2500_3,2500,360,640,230400,850.7514562606812,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,109.1295359134674,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
636,frame2500_4,2500,720,1280,921600,3399.737826347351,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,108.8951051235199,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
637,frame2500_5,2500,360,640,230400,898.2702703475952,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,109.27637720108032,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
638,frame2500_6,2500,360,640,230400,974.457657814026,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,109.12149238586426,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
639,frame2500_7,2500,540,960,518400,2782.7661180496216,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,109.29372525215148,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
640,frame2500_8,2500,720,1280,921600,4043.290994644165,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,108.67650270462036,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
641,frame2500_9,2500,360,640,230400,758.8090829849243,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,109.15801644325256,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
642,frame3000_0,3000,360,640,230400,905.256414413452,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,130.90656638145447,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
643,frame3000_1,3000,720,1280,921600,4863.190195083618,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,130.3859944343567,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
644,frame3000_10,3000,360,640,230400,1485.8515892028809,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,131.0775408744812,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
645,frame3000_11,3000,360,640,230400,1938.386343002319,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,130.30421328544617,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
646,frame3000_12,3000,720,1280,921600,10298.69733428955,13th corei5 - GTX1650,Ultralytics/yolov8l,43700000,81,130.44031143188477,0.22539,0.13858,0.18422,1.76343,3.95939,19.24658,2.17332,0.01432,1.42609
